order_id,customer_id,order_date,order_status,sales_channel,shipping_city,courier_name,payment_method,promo_code
UB-001574,C01254,2024-11-25,Completed,Mobile App,Islamabad,SwiftEx,Card,
UB-001575,C00294,2025-09-29,Completed,Web,Islamabad,Store Pickup,Cash on Delivery,
UB-001576,C00802,2025-11-26,Completed,Mobile App,Karachi,BlueLine,Card,
UB-001577,C00094,2025-08-25,Completed,Web,Karachi,Store Pickup,Cash on Delivery,APP5
UB-001578,C01225,2025-02-20,Completed,Marketplace,Islamabad,Store Pickup,Card,
UB-001579,C00571,2025-06-03,Completed,Marketplace,Islamabad,Store Pickup,Cash on Delivery,
UB-001580,C00256,2024-01-19,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,SAVE15
UB-001581,C00874,2025-03-27,Completed,Mobile App,Karachi,BlueLine,Bank Transfer,
UB-001582,C01097,2024-01-28,Completed,Mobile App,Islamabad,BlueLine,Cash on Delivery,WELCOME10
UB-001583,C00297,2025-08-07,Completed,Mobile App,Rawalpindi,BlueLine,Bank Transfer,
UB-001584,C00940,2025-08-13,Completed,Web,Islamabad,RapidGo,Bank Transfer,
UB-001585,C00696,2025-06-23,Completed,Mobile App,Karachi,BlueLine,Bank Transfer,
UB-001586,C01024,2024-06-17,Completed,Mobile App,Islamabad,SwiftEx,Cash on Delivery,
UB-001587,C00679,2025-01-28,Completed,Web,Lahore,SwiftEx,Bank Transfer,
UB-001588,C01451,2025-03-27,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,
UB-001589,C00968,2024-01-22,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-001590,C00146,2025-01-08,Completed,Mobile App,Faisalabad,SwiftEx,Cash on Delivery,SAVE15
UB-001591,C01064,2024-11-27,Completed,Marketplace,Rawalpindi,SwiftEx,Bank Transfer,
UB-001592,C00093,2024-07-14,Completed,Mobile App,Peshawar,SwiftEx,Card,
UB-001593,C00735,2024-08-31,Completed,Web,Karachi,Store Pickup,Cash on Delivery,
UB-001594,C01446,2025-02-27,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,APP5
UB-001595,C00463,2025-12-12,Completed,Mobile App,Islamabad,Store Pickup,Cash on Delivery,WELCOME10
UB-001596,C00697,2024-08-06,Completed,Web,Islamabad,BlueLine,Card,
UB-001597,C00670,2024-09-17,Completed,Web,Islamabad,RapidGo,Card,
UB-001598,C01428,2024-02-06,Completed,Mobile App,Faisalabad,BlueLine,Cash on Delivery,APP5
UB-001599,C00911,2025-05-03,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,
UB-001600,C01405,2024-12-24,Completed,Web,Rawalpindi,Store Pickup,Cash on Delivery,
UB-001601,C00640,2024-07-11,Completed,Mobile App,Peshawar,SwiftEx,Card,
UB-001602,C00055,2025-10-28,Completed,Mobile App,Karachi,BlueLine,Wallet,WELCOME10
UB-001603,C01105,2025-12-08,Completed,Web,Rawalpindi,SwiftEx,Card,SAVE15
UB-001604,C00125,2025-09-20,Completed,Mobile App,Karachi,Store Pickup,Bank Transfer,
UB-001605,C00689,2025-12-13,Completed,Web,Karachi,SwiftEx,Bank Transfer,
UB-001606,C00636,2024-07-15,Cancelled,Mobile App,Karachi,RapidGo,Bank Transfer,
UB-001607,C00379,2025-02-19,Cancelled,Mobile App,Lahore,SwiftEx,Cash on Delivery,
UB-001608,C00141,2025-09-18,Completed,Mobile App,Peshawar,RapidGo,Card,
UB-001609,C00970,2025-12-27,Completed,Marketplace,Islamabad,RapidGo,Cash on Delivery,
UB-001610,C01054,2024-09-03,Completed,Mobile App,Islamabad,Store Pickup,Wallet,
UB-001611,C00649,2024-10-11,Completed,Web,Rawalpindi,RapidGo,Card,
UB-001612,C01433,2025-07-01,Cancelled,Web,Peshawar,Store Pickup,Cash on Delivery,
UB-001613,C01552,2024-01-17,Cancelled,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-001614,C01591,2024-08-20,Completed,Mobile App,Peshawar,RapidGo,Wallet,
UB-001615,C00067,2025-11-09,Completed,Web,Karachi,SwiftEx,Card,
UB-001616,C01440,2024-04-20,Completed,Mobile App,Rawalpindi,RapidGo,Card,
UB-001617,C00013,2024-07-08,Completed,Mobile App,Peshawar,Store Pickup,Card,
UB-001618,C00677,2025-12-22,Completed,Web,Lahore,RapidGo,Cash on Delivery,
UB-001619,C00939,2025-02-09,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,
UB-001620,C00529,2025-03-06,Completed,Mobile App,Rawalpindi,BlueLine,Card,
UB-001621,C00800,2025-11-06,Completed,Web,Karachi,RapidGo,Bank Transfer,
UB-001622,C01034,2025-03-17,Completed,Web,Lahore,BlueLine,Cash on Delivery,SAVE15
UB-001623,C00510,2024-06-23,Completed,Mobile App,Rawalpindi,Store Pickup,Cash on Delivery,APP5
UB-001624,C01457,2025-06-08,Completed,Web,Islamabad,RapidGo,Cash on Delivery,
UB-001625,C00536,2025-01-25,Completed,Marketplace,Rawalpindi,RapidGo,Cash on Delivery,WELCOME10
UB-001626,C00900,2025-03-29,Completed,Web,Faisalabad,BlueLine,Cash on Delivery,APP5
UB-001627,C00155,2025-02-04,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-001628,C01172,2024-08-19,Completed,Mobile App,Karachi,BlueLine,Cash on Delivery,
UB-001629,C00641,2025-02-05,Completed,Mobile App,Karachi,Store Pickup,Bank Transfer,APP5
UB-001630,C01402,2025-12-26,Completed,Web,Rawalpindi,RapidGo,Bank Transfer,
UB-001631,C00697,2025-03-29,Completed,Mobile App,Islamabad,RapidGo,Bank Transfer,
UB-001632,C00345,2025-06-02,Completed,Marketplace,Peshawar,RapidGo,Bank Transfer,APP5
UB-001633,C01104,2024-11-07,Completed,Mobile App,Peshawar,Store Pickup,Card,
UB-001634,C00222,2024-03-11,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-001635,C01597,2024-11-27,Completed,Marketplace,Rawalpindi,SwiftEx,Wallet,
UB-001636,C01182,2024-04-09,Completed,Web,Lahore,RapidGo,Card,
UB-001637,C00138,2025-05-12,Completed,Web,Karachi,RapidGo,Wallet,
UB-001638,C01334,2025-11-20,Completed,Web,Faisalabad,RapidGo,Wallet,
UB-001639,C00462,2025-11-19,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,
UB-001640,C01598,2025-03-16,Returned,Mobile App,Islamabad,SwiftEx,Card,FREESHIP
UB-001641,C00093,2025-11-02,Completed,Web,Peshawar,BlueLine,Card,WELCOME10
UB-001642,C00920,2024-09-15,Completed,Marketplace,Rawalpindi,BlueLine,Card,APP5
UB-001643,C00696,2024-09-13,Completed,Web,Karachi,BlueLine,Cash on Delivery,
UB-001644,C00379,2025-05-10,Completed,Web,Lahore,RapidGo,Wallet,
UB-001645,C01588,2024-08-09,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,
UB-001646,C01495,2025-05-23,Completed,Web,Rawalpindi,RapidGo,Wallet,
UB-001647,C00247,2025-01-07,Completed,Marketplace,Rawalpindi,BlueLine,Card,
UB-001648,C01316,2025-04-09,Completed,Web,Karachi,Store Pickup,Cash on Delivery,
UB-001649,C01384,2025-08-15,Completed,Mobile App,Peshawar,RapidGo,Cash on Delivery,
UB-001650,C01395,2024-03-08,Completed,Mobile App,Karachi,SwiftEx,Wallet,
UB-001651,C00888,2025-07-01,Completed,Web,Lahore,SwiftEx,Card,FREESHIP
UB-001652,C01245,2025-08-28,Completed,Mobile App,Karachi,BlueLine,Card,
UB-001653,C00248,2024-04-08,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,APP5
UB-001654,C00943,2025-09-04,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,SAVE15
UB-001655,C00567,2025-11-22,Returned,Mobile App,Lahore,Store Pickup,Card,APP5
UB-001656,C00308,2025-01-31,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-001657,C00200,2024-11-10,Completed,Mobile App,Karachi,Store Pickup,Wallet,APP5
UB-001658,C01555,2025-10-21,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-001659,C00811,2024-07-16,Returned,Mobile App,Karachi,RapidGo,Card,
UB-001660,C01560,2025-11-22,Completed,Web,Islamabad,Store Pickup,Cash on Delivery,
UB-001661,C00607,2025-03-18,Completed,Mobile App,Islamabad,RapidGo,Wallet,
UB-001662,C00871,2025-10-02,Completed,Web,Karachi,SwiftEx,Cash on Delivery,
UB-001663,C01417,2024-10-05,Cancelled,Mobile App,Rawalpindi,SwiftEx,Cash on Delivery,
UB-001664,C00615,2024-08-02,Returned,Web,Lahore,SwiftEx,Cash on Delivery,
UB-001665,C00879,2025-06-28,Completed,Marketplace,Islamabad,SwiftEx,Wallet,FREESHIP
UB-001666,C01495,2025-03-31,Completed,Marketplace,Rawalpindi,BlueLine,Wallet,FREESHIP
UB-001667,C00520,2025-07-11,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-001668,C01019,2024-11-13,Completed,Marketplace,Lahore,RapidGo,Cash on Delivery,WELCOME10
UB-001669,C00228,2025-09-22,Completed,Mobile App,Karachi,Store Pickup,Cash on Delivery,SAVE15
UB-001670,C00922,2025-07-06,Completed,Web,Islamabad,RapidGo,Card,
UB-001671,C00216,2025-08-07,Completed,Web,Peshawar,SwiftEx,Cash on Delivery,
UB-001672,C00106,2024-11-25,Completed,Mobile App,Rawalpindi,Store Pickup,Wallet,
UB-001673,C00660,2025-12-29,Completed,Marketplace,Rawalpindi,SwiftEx,Wallet,
UB-001674,C00150,2024-01-04,Completed,Web,Rawalpindi,SwiftEx,Card,
UB-001675,C00496,2024-06-19,Completed,Mobile App,Rawalpindi,RapidGo,Bank Transfer,WELCOME10
UB-001676,C01124,2024-11-16,Completed,Mobile App,Rawalpindi,SwiftEx,Bank Transfer,
UB-001677,C01255,2025-02-09,Completed,Mobile App,Peshawar,Store Pickup,Bank Transfer,
UB-001678,C01419,2024-04-29,Completed,Marketplace,Islamabad,SwiftEx,Cash on Delivery,
UB-001679,C01290,2024-11-09,Completed,Mobile App,Rawalpindi,Store Pickup,Cash on Delivery,
UB-001680,C00017,2025-11-15,Completed,Mobile App,Karachi,SwiftEx,Wallet,SAVE15
UB-001681,C00397,2025-08-17,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-001682,C01397,2024-02-01,Completed,Marketplace,Islamabad,BlueLine,Wallet,
UB-001683,C01344,2025-05-22,Completed,Web,Rawalpindi,Store Pickup,Cash on Delivery,APP5
UB-001684,C00264,2024-05-10,Completed,Mobile App,Peshawar,BlueLine,Bank Transfer,
UB-001685,C00076,2024-12-20,Completed,Mobile App,Rawalpindi,SwiftEx,Card,
UB-001686,C01223,2024-07-19,Completed,Web,Lahore,RapidGo,Cash on Delivery,
UB-001687,C00169,2025-06-06,Completed,Marketplace,Lahore,Store Pickup,Cash on Delivery,
UB-001688,C01266,2024-12-07,Completed,Marketplace,Karachi,SwiftEx,Wallet,
UB-001689,C00579,2024-12-11,Completed,Web,Islamabad,Store Pickup,Cash on Delivery,
UB-001690,C01260,2025-02-22,Completed,Mobile App,Rawalpindi,SwiftEx,Cash on Delivery,FREESHIP
UB-001691,C00161,2025-11-13,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-001692,C01279,2025-04-17,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-001693,C01213,2024-11-27,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-001694,C00729,2025-07-30,Returned,Mobile App,Islamabad,BlueLine,Cash on Delivery,
UB-001695,C01290,2024-09-08,Completed,Web,Rawalpindi,SwiftEx,Wallet,
UB-001696,C00587,2024-01-26,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-001697,C01565,2024-12-26,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,WELCOME10
UB-001698,C00569,2024-11-24,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,FREESHIP
UB-001699,C01101,2024-11-13,Completed,Web,Islamabad,Store Pickup,Cash on Delivery,WELCOME10
UB-001700,C00044,2025-03-06,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-001701,C00244,2024-12-17,Completed,Mobile App,Islamabad,Store Pickup,Card,
UB-001702,C01041,2024-07-01,Completed,Web,Islamabad,BlueLine,Cash on Delivery,FREESHIP
UB-001703,C01481,2025-06-14,Completed,Marketplace,Karachi,BlueLine,Card,
UB-001704,C00967,2025-11-26,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,
UB-001705,C01143,2024-11-19,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,FREESHIP
UB-001706,C00169,2024-04-01,Completed,Mobile App,Lahore,Store Pickup,Cash on Delivery,
UB-001707,C01088,2025-01-02,Completed,Web,Karachi,BlueLine,Cash on Delivery,FREESHIP
UB-001708,C00326,2025-12-30,Completed,Marketplace,Rawalpindi,SwiftEx,Card,
UB-001709,C00478,2024-02-22,Completed,Mobile App,Lahore,SwiftEx,Bank Transfer,
UB-001710,C00545,2024-07-10,Completed,Web,Faisalabad,SwiftEx,Cash on Delivery,
UB-001711,C00488,2025-07-10,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,
UB-001712,C00525,2024-07-13,Completed,Web,Rawalpindi,Store Pickup,Wallet,
UB-001713,C00954,2025-12-06,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,SAVE15
UB-001714,C01426,2025-03-06,Completed,Web,Rawalpindi,SwiftEx,Card,WELCOME10
UB-001715,C01301,2025-05-27,Completed,Mobile App,Karachi,Store Pickup,Card,
UB-001716,C00308,2025-10-15,Completed,Mobile App,Islamabad,BlueLine,Cash on Delivery,
UB-001717,C00734,2025-09-28,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-001718,C01184,2025-10-12,Completed,Mobile App,Karachi,SwiftEx,Card,SAVE15
UB-001719,C00411,2024-08-22,Completed,Mobile App,Karachi,SwiftEx,Card,APP5
UB-001720,C00623,2024-10-04,Completed,Mobile App,Lahore,BlueLine,Card,SAVE15
UB-001721,C00563,2025-10-28,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,APP5
UB-001722,C00794,2024-11-08,Completed,Web,Lahore,BlueLine,Bank Transfer,
UB-001723,C00407,2024-03-05,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-001724,C00275,2024-10-19,Completed,Web,Islamabad,BlueLine,Cash on Delivery,APP5
UB-001725,C01395,2025-12-23,Cancelled,Web,Karachi,Store Pickup,Card,
UB-001726,C01014,2024-05-23,Completed,Web,Karachi,SwiftEx,Cash on Delivery,
UB-001727,C01548,2025-10-19,Completed,Web,Rawalpindi,SwiftEx,Wallet,
UB-001728,C00693,2024-11-09,Completed,Marketplace,Lahore,RapidGo,Bank Transfer,
UB-001729,C00734,2025-12-29,Completed,Marketplace,Rawalpindi,SwiftEx,Bank Transfer,WELCOME10
UB-001730,C01179,2024-03-11,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,
UB-001731,C00859,2024-09-17,Returned,Mobile App,Karachi,RapidGo,Cash on Delivery,
UB-001732,C00593,2024-03-21,Completed,Web,Rawalpindi,SwiftEx,Wallet,APP5
UB-001733,C00343,2024-01-27,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,
UB-001734,C00500,2025-03-27,Completed,Web,Rawalpindi,BlueLine,Card,WELCOME10
UB-001735,C00906,2025-07-21,Completed,Web,Rawalpindi,SwiftEx,Cash on Delivery,SAVE15
UB-001736,C00542,2025-03-01,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-001737,C00900,2024-04-07,Cancelled,Mobile App,Faisalabad,BlueLine,Card,
UB-001738,C01092,2024-09-20,Returned,Mobile App,Rawalpindi,Store Pickup,Cash on Delivery,WELCOME10
UB-001739,C00168,2025-07-01,Completed,Web,Faisalabad,SwiftEx,Bank Transfer,APP5
UB-001740,C00798,2024-05-22,Completed,Web,Karachi,Store Pickup,Cash on Delivery,
UB-001741,C01465,2024-10-02,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,FREESHIP
UB-001742,C00260,2025-10-16,Completed,Mobile App,Islamabad,SwiftEx,Wallet,
UB-001743,C00161,2024-04-18,Completed,Web,Rawalpindi,Store Pickup,Card,
UB-001744,C01429,2024-01-26,Completed,Web,Rawalpindi,Store Pickup,Bank Transfer,
UB-001745,C00633,2024-08-18,Completed,Mobile App,Rawalpindi,BlueLine,Card,APP5
UB-001746,C00925,2025-06-13,Completed,Web,Lahore,SwiftEx,Card,
UB-001747,C00095,2024-03-12,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-001748,C00510,2024-08-11,Completed,Web,Rawalpindi,RapidGo,Cash on Delivery,
UB-001749,C00228,2024-12-28,Returned,Mobile App,Karachi,Store Pickup,Wallet,
UB-001750,C01573,2024-12-16,Cancelled,Web,Peshawar,BlueLine,Wallet,APP5
UB-001751,C00774,2024-07-23,Completed,Mobile App,Lahore,SwiftEx,Card,
UB-001752,C01316,2025-08-11,Completed,Web,Karachi,BlueLine,Cash on Delivery,
UB-001753,C00051,2024-07-05,Completed,Web,Faisalabad,RapidGo,Bank Transfer,
UB-001754,C01547,2025-12-16,Completed,Mobile App,Peshawar,SwiftEx,Card,
UB-001755,C01533,2024-01-03,Completed,Marketplace,Islamabad,BlueLine,Cash on Delivery,
UB-001756,C01226,2025-08-01,Completed,Web,Peshawar,SwiftEx,Card,
UB-001757,C01174,2025-07-10,Completed,Marketplace,Faisalabad,RapidGo,Cash on Delivery,
UB-001758,C01289,2024-02-13,Completed,Web,Lahore,SwiftEx,Wallet,
UB-001759,C00045,2025-08-02,Completed,Web,Rawalpindi,BlueLine,Wallet,APP5
UB-001760,C01589,2025-02-23,Returned,Mobile App,Lahore,SwiftEx,Cash on Delivery,
UB-001761,C01219,2025-02-07,Completed,Web,Lahore,BlueLine,Bank Transfer,SAVE15
UB-001762,C01495,2025-06-15,Completed,Mobile App,Rawalpindi,SwiftEx,Cash on Delivery,
UB-001763,C01386,2025-02-28,Completed,Web,Karachi,Store Pickup,Cash on Delivery,
UB-001764,C01230,2025-05-28,Completed,Web,Rawalpindi,BlueLine,Bank Transfer,
UB-001765,C00185,2025-07-01,Completed,Web,Karachi,BlueLine,Wallet,
UB-001766,C00018,2024-05-28,Completed,Marketplace,Lahore,Store Pickup,Card,
UB-001767,C01177,2025-12-08,Completed,Mobile App,Lahore,BlueLine,Bank Transfer,
UB-001768,C01512,2024-05-11,Completed,Web,Karachi,RapidGo,Cash on Delivery,FREESHIP
UB-001769,C00886,2025-08-31,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-001770,C01146,2025-07-23,Completed,Mobile App,Islamabad,BlueLine,Wallet,
UB-001771,C01191,2025-02-08,Completed,Marketplace,Rawalpindi,SwiftEx,Card,WELCOME10
UB-001772,C01349,2024-09-23,Returned,Mobile App,Islamabad,BlueLine,Card,
UB-001773,C00554,2025-11-21,Completed,Marketplace,Islamabad,SwiftEx,Bank Transfer,
UB-001774,C00929,2024-09-06,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-001775,C01205,2025-04-29,Completed,Web,Islamabad,SwiftEx,Card,
UB-001776,C00749,2025-07-11,Returned,Web,Rawalpindi,RapidGo,Cash on Delivery,SAVE15
UB-001777,C00490,2024-09-21,Completed,Web,Faisalabad,RapidGo,Cash on Delivery,
UB-001778,C01560,2025-03-19,Completed,Mobile App,Islamabad,SwiftEx,Cash on Delivery,FREESHIP
UB-001779,C01151,2025-06-01,Completed,Mobile App,Karachi,Store Pickup,Card,APP5
UB-001780,C01513,2025-02-13,Completed,Mobile App,Lahore,SwiftEx,Bank Transfer,SAVE15
UB-001781,C01042,2025-05-24,Completed,Marketplace,Lahore,BlueLine,Cash on Delivery,
UB-001782,C00710,2025-05-04,Completed,Web,Karachi,Store Pickup,Wallet,
UB-001783,C00663,2025-12-02,Returned,Web,Rawalpindi,RapidGo,Card,FREESHIP
UB-001784,C01049,2024-01-03,Completed,Web,Rawalpindi,RapidGo,Card,
UB-001785,C00542,2025-01-14,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-001786,C01093,2025-04-04,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-001787,C00889,2024-12-02,Completed,Mobile App,Peshawar,BlueLine,Card,SAVE15
UB-001788,C01284,2024-05-04,Completed,Web,Lahore,BlueLine,Wallet,
UB-001789,C01597,2024-01-13,Completed,Mobile App,Rawalpindi,SwiftEx,Bank Transfer,
UB-001790,C01062,2025-02-06,Completed,Marketplace,Islamabad,BlueLine,Card,APP5
UB-001791,C00252,2025-02-01,Completed,Mobile App,Peshawar,SwiftEx,Cash on Delivery,APP5
UB-001792,C01348,2024-10-22,Completed,Mobile App,Rawalpindi,SwiftEx,Card,
UB-001793,C00474,2024-07-19,Completed,Web,Islamabad,SwiftEx,Card,
UB-001794,C00671,2025-10-23,Completed,Marketplace,Rawalpindi,Store Pickup,Card,
UB-001795,C00279,2025-07-24,Cancelled,Mobile App,Rawalpindi,BlueLine,Wallet,WELCOME10
UB-001796,C00748,2024-10-05,Completed,Mobile App,Lahore,RapidGo,Bank Transfer,
UB-001797,C00771,2025-10-23,Cancelled,Mobile App,Islamabad,BlueLine,Card,APP5
UB-001798,C01194,2024-05-23,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-001799,C00334,2025-10-11,Completed,Mobile App,Peshawar,RapidGo,Card,WELCOME10
UB-001800,C01188,2024-07-21,Completed,Mobile App,Islamabad,RapidGo,Wallet,APP5
UB-001801,C00341,2024-03-06,Completed,Web,Rawalpindi,BlueLine,Bank Transfer,
UB-001802,C00846,2024-05-23,Completed,Web,Faisalabad,BlueLine,Cash on Delivery,
UB-001803,C01580,2025-03-30,Completed,Mobile App,Lahore,RapidGo,Card,SAVE15
UB-001804,C00633,2024-02-05,Completed,Mobile App,Rawalpindi,SwiftEx,Bank Transfer,WELCOME10
UB-001805,C00132,2025-04-29,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-001806,C01065,2024-11-02,Completed,Mobile App,Islamabad,BlueLine,Cash on Delivery,
UB-001807,C01057,2024-07-10,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-001808,C01101,2024-10-16,Cancelled,Mobile App,Islamabad,BlueLine,Bank Transfer,
UB-001809,C00766,2025-01-13,Completed,Mobile App,Lahore,SwiftEx,Bank Transfer,
UB-001810,C00539,2025-07-16,Completed,Marketplace,Islamabad,RapidGo,Cash on Delivery,
UB-001811,C01511,2025-03-11,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,SAVE15
UB-001812,C00960,2025-01-30,Completed,Mobile App,Faisalabad,SwiftEx,Cash on Delivery,WELCOME10
UB-001813,C01246,2024-07-12,Completed,Mobile App,Karachi,Store Pickup,Card,
UB-001814,C00965,2025-06-27,Completed,Mobile App,Lahore,BlueLine,Bank Transfer,
UB-001815,C00354,2024-11-04,Returned,Web,Islamabad,RapidGo,Bank Transfer,
UB-001816,C00228,2024-12-13,Completed,Mobile App,Karachi,SwiftEx,Card,
UB-001817,C01542,2025-09-08,Completed,Web,Islamabad,SwiftEx,Card,FREESHIP
UB-001818,C00382,2024-06-17,Completed,Web,Rawalpindi,SwiftEx,Bank Transfer,
UB-001819,C00536,2024-05-24,Completed,Mobile App,Rawalpindi,RapidGo,Card,
UB-001820,C01181,2024-04-08,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,WELCOME10
UB-001821,C00026,2025-12-30,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,
UB-001822,C01498,2025-04-18,Completed,Mobile App,Karachi,BlueLine,Card,APP5
UB-001823,C01037,2025-04-14,Completed,Mobile App,Islamabad,SwiftEx,Card,APP5
UB-001824,C00930,2024-04-21,Completed,Mobile App,Lahore,BlueLine,Bank Transfer,APP5
UB-001825,C01368,2025-12-30,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,
UB-001826,C00387,2025-07-06,Cancelled,Marketplace,Peshawar,RapidGo,Cash on Delivery,APP5
UB-001827,C01591,2025-02-06,Completed,Mobile App,Peshawar,RapidGo,Card,
UB-001828,C01496,2024-11-05,Completed,Mobile App,Lahore,SwiftEx,Card,
UB-001829,C00065,2025-07-16,Completed,Marketplace,Lahore,RapidGo,Cash on Delivery,
UB-001830,C00434,2024-11-20,Completed,Web,Karachi,SwiftEx,Wallet,
UB-001831,C01451,2025-09-01,Completed,Marketplace,Rawalpindi,SwiftEx,Card,
UB-001832,C00425,2024-10-27,Completed,Mobile App,Faisalabad,Store Pickup,Card,SAVE15
UB-001833,C00293,2024-08-07,Completed,Mobile App,Rawalpindi,SwiftEx,Cash on Delivery,FREESHIP
UB-001834,C00824,2024-04-04,Completed,Mobile App,Faisalabad,RapidGo,Card,
UB-001835,C01240,2025-10-28,Completed,Web,Lahore,SwiftEx,Bank Transfer,
UB-001836,C00287,2025-09-11,Completed,Mobile App,Faisalabad,RapidGo,Card,
UB-001837,C00962,2024-03-24,Completed,Web,Rawalpindi,RapidGo,Bank Transfer,
UB-001838,C00612,2024-05-10,Returned,Marketplace,Islamabad,SwiftEx,Card,APP5
UB-001839,C00803,2025-07-11,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,
UB-001840,C01431,2024-09-11,Completed,Web,Islamabad,RapidGo,Wallet,WELCOME10
UB-001841,C00243,2025-01-01,Completed,Mobile App,Karachi,RapidGo,Card,
UB-001842,C01376,2024-08-27,Completed,Mobile App,Lahore,BlueLine,Bank Transfer,
UB-001843,C00505,2025-11-20,Completed,Web,Rawalpindi,RapidGo,Card,
UB-001844,C00889,2025-09-08,Completed,Mobile App,Peshawar,Store Pickup,Bank Transfer,APP5
UB-001845,C00225,2025-01-18,Cancelled,Web,Lahore,Store Pickup,Cash on Delivery,APP5
UB-001846,C01433,2025-06-24,Completed,Marketplace,Peshawar,RapidGo,Cash on Delivery,
UB-001847,C01564,2025-06-24,Completed,Mobile App,Islamabad,RapidGo,Card,WELCOME10
UB-001848,C00824,2024-11-02,Completed,Mobile App,Faisalabad,BlueLine,Cash on Delivery,
UB-001849,C00231,2024-09-23,Completed,Web,Islamabad,Store Pickup,Cash on Delivery,WELCOME10
UB-001850,C00160,2024-05-12,Cancelled,Web,Faisalabad,Store Pickup,Cash on Delivery,
UB-001851,C00690,2024-09-08,Completed,Mobile App,Karachi,SwiftEx,Card,
UB-001852,C00014,2024-04-10,Completed,Web,Rawalpindi,RapidGo,Cash on Delivery,
UB-001853,C00063,2025-05-31,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-001854,C00030,2025-02-10,Cancelled,Mobile App,Islamabad,Store Pickup,Cash on Delivery,
UB-001855,C00939,2024-06-17,Completed,Mobile App,Lahore,BlueLine,Wallet,APP5
UB-001856,C00230,2025-10-09,Completed,Web,Karachi,BlueLine,Card,
UB-001857,C01381,2024-08-02,Completed,Mobile App,Karachi,SwiftEx,Card,
UB-001858,C00336,2024-01-08,Completed,Web,Lahore,BlueLine,Card,
UB-001859,C01176,2025-01-30,Completed,Web,Lahore,RapidGo,Wallet,
UB-001860,C00321,2025-07-25,Completed,Mobile App,Lahore,BlueLine,Card,APP5
UB-001861,C00207,2025-07-18,Completed,Web,Islamabad,SwiftEx,Bank Transfer,
UB-001862,C00980,2024-12-06,Completed,Marketplace,Islamabad,SwiftEx,Card,
UB-001863,C00439,2025-04-11,Completed,Web,Rawalpindi,SwiftEx,Cash on Delivery,
UB-001864,C01182,2024-05-25,Completed,Mobile App,Lahore,Store Pickup,Cash on Delivery,
UB-001865,C01322,2024-05-23,Completed,Web,Islamabad,SwiftEx,Card,
